

"DOTA_Tooltip_ability_first_test"	"英雄技能-初阶"
"DOTA_Tooltip_ability_Middle_Epicenter_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Middle_Epicenter_slow_ms"	"移速减缓："
"DOTA_Tooltip_ability_Middle_Epicenter_slow_as"	"攻速减缓："
"DOTA_Tooltip_ability_Middle_Epicenter_slow_duration"	"减速时间："
"DOTA_Tooltip_ability_Middle_Epicenter_base_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Epicenter"	"高阶地震"
"DOTA_Tooltip_ability_Advanced_Epicenter_Description"	"将魔力注入地表，引起地震，地震的次数随咏唱时间增长，每波地震都将对至多10个敌人造成伤害与减速。<br><br>【波】每次释放的地震波有50%%是横波，造成额外50%%伤害，50%%是纵波，会将敌人向中心点拉扯一段距离。<br><br>【地震源】每4秒引发一次80%%伤害的地震，且每50点主属性可以减少0.1秒间隔，但最多减到2.5秒。"
"DOTA_Tooltip_ability_Advanced_Epicenter_Lore"	"地震源有时候可以是生物，大地随其运动而震动。"
"DOTA_Tooltip_ability_Advanced_Epicenter_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Epicenter_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Advanced_Epicenter_damage_tick"	"伤害间隔："
"DOTA_Tooltip_ability_Advanced_Epicenter_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Epicenter_max_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Epicenter_slow_duration"	"减速时间："
"DOTA_Tooltip_ability_Advanced_Epicenter_slow_ms"	"移速减缓："
"DOTA_Tooltip_ability_Advanced_Epicenter_slow_as"	"攻速减缓："
"DOTA_Tooltip_ability_Advanced_Epicenter_base_radius"	"作用范围："

"DOTA_Tooltip_ability_Primary_Caustic_Finale"	"低阶腐尸毒"
"DOTA_Tooltip_ability_Primary_Caustic_Finale_Description"	"对敌人造成直接伤害后会对其注入腐毒，持续叠加中毒状态，持续%duration%秒。携带毒液死亡的单位会爆炸，并对周围%radius%范围内的敌人造成伤害。\n<font color=\"#606060\">注入毒液时会使技能增加%each_cd%秒冷却，达到%cd_line%秒时不再注入。</font>"
"DOTA_Tooltip_ability_Primary_Caustic_Finale_Lore"	"这种毒液可以使受害在经过一段时间后爆炸死亡。"
"DOTA_Tooltip_ability_Primary_Caustic_Finale_damage"	"基础伤害："
"DOTA_Tooltip_ability_Primary_Caustic_Finale_poison"	"%每秒累计毒素：自身最大生命值*"
"DOTA_Tooltip_ability_Primary_Caustic_Finale_bonus_damage"	"%额外伤害：自身最大生命值*"

"DOTA_Tooltip_ability_Middle_Caustic_Finale"	"中阶腐尸毒"
"DOTA_Tooltip_ability_Middle_Caustic_Finale_Description"	"对敌人造成直接伤害后会对其注入腐毒，持续叠加中毒状态，持续%duration%秒。携带毒液死亡的单位会爆炸，并对周围%radius%范围内的敌人造成伤害。<br><br>【即刻腐坏】技能可以开启自动施法，使爆炸转变为腐毒喷溅，不再造成伤害而是以%middle_index%% 效率叠加中毒层数。\n<font color=\"#606060\">注入毒液时会使技能增加%each_cd%秒冷却，达到%cd_line%秒时不再注入。</font>"
"DOTA_Tooltip_ability_Middle_Caustic_Finale_Lore"	"这种毒液可以使受害在经过一段时间后爆炸死亡。"
"DOTA_Tooltip_ability_Middle_Caustic_Finale_damage"	"基础伤害："
"DOTA_Tooltip_ability_Middle_Caustic_Finale_poison"	"%每秒累计毒素：自身最大生命值*"
"DOTA_Tooltip_ability_Middle_Caustic_Finale_bonus_damage"	"%额外伤害：自身最大生命值*"

"DOTA_Tooltip_ability_Advanced_Caustic_Finale"	"高阶腐尸毒"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_Description"	"对敌人造成直接伤害后会对其注入腐毒，持续叠加中毒状态，持续%duration%秒。携带毒液死亡的单位会爆炸，并对周围%radius%范围内的敌人造成伤害。<br><br>【即刻腐坏】技能可以开启自动施法，使爆炸转变为腐毒喷溅，不再造成伤害而是以%middle_index%% 效率叠加中毒层数。<br><br>【荒漠之咬】腐毒还会降低其%attack_down%% 基础攻击力，并在施加时造成%stun_duration%秒眩晕。\n<font color=\"#606060\">注入毒液时会使技能增加%each_cd%秒冷却，达到%cd_line%秒时不再注入。</font>"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_Lore"	"这种毒液可以使受害在经过一段时间后爆炸死亡。"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_poison"	"%每秒累计毒素：自身最大生命值*"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_bonus_damage"	"%额外伤害：自身最大生命值*"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_base_Info"            "基础伤害：+4/级<br/>最大生命值伤害：+4%/每级"	





"DOTA_Tooltip_ability_Primary_Sand_Storm"	"低阶沙尘暴"
"DOTA_Tooltip_ability_Primary_Sand_Storm_Description"	"在周围卷起沙尘暴持续伤害至多%count%个敌人，但离开范围后沙尘暴将会消散。"
"DOTA_Tooltip_ability_Primary_Sand_Storm_Lore"	"想要重现克利瑟利斯的沙尘，光有魔力可远远不够。"
"DOTA_Tooltip_ability_Primary_Sand_Storm_Note0"	"<font color='#606060'>沙尘暴可存在多个并叠加生效。</font>"
"DOTA_Tooltip_ability_Primary_Sand_Storm_radius"	"作用范围："
"DOTA_Tooltip_ability_Primary_Sand_Storm_damage_tick"	"伤害间隔："
"DOTA_Tooltip_ability_Primary_Sand_Storm_damage"	"基础伤害："
"DOTA_Tooltip_ability_Primary_Sand_Storm_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Primary_Sand_Storm_max_duration"	"持续时间："
"DOTA_Tooltip_modifier_Primary_Sand_Storm_caster"                   "低阶沙尘暴"
"DOTA_Tooltip_modifier_Primary_Sand_Storm_caster_Description"                   "对环境内敌人造成持续伤害"

"DOTA_Tooltip_ability_Middle_Sand_Storm"	"中阶沙尘暴"
"DOTA_Tooltip_ability_Middle_Sand_Storm_Description"	"在周围卷起沙尘暴持续伤害至多%count%个敌人。<br><br>【沙之记忆】沙尘暴不会在自身离开后消散，但也不会造成伤害。"
"DOTA_Tooltip_ability_Middle_Sand_Storm_Lore"	"被注入了魔力的尘土，即使施法者已经远去，待其回到这把土地，往日的致命依旧会重现。"
"DOTA_Tooltip_ability_Middle_Sand_Storm_Note0"	"<font color='#606060'>沙尘暴可存在多个并叠加生效。</font>"
"DOTA_Tooltip_ability_Middle_Sand_Storm_damage"	"基础伤害："
"DOTA_Tooltip_ability_Middle_Sand_Storm_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Middle_Sand_Storm_damage_tick"	"伤害间隔："
"DOTA_Tooltip_ability_Middle_Sand_Storm_radius"	"作用范围："
"DOTA_Tooltip_ability_Middle_Sand_Storm_max_duration"	"持续时间："
"DOTA_Tooltip_modifier_Middle_Sand_Storm_caster"                   "中阶沙尘暴"
"DOTA_Tooltip_modifier_Middle_Sand_Storm_caster_Description"                   "对环境内敌人造成持续伤害"

"DOTA_Tooltip_ability_Advanced_Sand_Storm"	"高阶沙尘暴"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_Description"	"在周围卷起沙尘暴持续伤害至多%count%个敌人。<br><br>【沙之记忆】沙尘暴不会在自身离开后消散，但也不会造成伤害。<br><br>【灼热飞沙】沙尘暴还会施加相当于你力量×%burning%的<font color='#cd5c5c'>灼伤</font>。"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_Lore"	"在自身的主场中，任何劣势都将成为自己的优势。"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_Note0"	"<font color='#606060'>沙尘暴可存在多个并叠加生效。</font>"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Sand_Storm_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_damage_tick"	"伤害间隔："
"DOTA_Tooltip_ability_Advanced_Sand_Storm_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Sand_Storm_max_duration"	"持续时间："
"DOTA_Tooltip_modifier_Advanced_Sand_Storm_caster"                   "高阶沙尘暴"
"DOTA_Tooltip_modifier_Advanced_Sand_Storm_caster_Description"                   "环境内敌人造成持续伤害"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv5"				"【沙之记忆+】即使离开沙尘暴，沙尘暴也会继续造成伤害"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv10"			"【灼热狂沙】敌人处于晕眩或缠绕状态时，灼伤所用属性将取你力量、敏捷和智力之中的最高者"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv15"			"【巨型沙尘暴】取消伤害数量限制，沙尘暴范围总增20%% [×]"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv20"			"【狂沙匿影】处于沙尘暴范围内时获得25%%闪避"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_base_Info"       "基础伤害：+2/级<br/>主属性伤害系数：+0.02/级<br/>"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv25_1"				"【闪烁荒原】改变环境，创造一片永久的沙尘暴，作用范围为全地图，但只能最多同时影响30个目标且不会施加灼伤"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv25_2"				"【流沙】沙尘暴有50%%的移速减缓与致盲效果，同时可以缓慢将敌人推向边缘，越远离中心的敌人受到伤害越高，最多到达3倍"
"DOTA_Tooltip_ability_Advanced_Sand_Storm_note_lv25_3"				"【沙暴分身】每次使用冷却时间大于3秒的技能时可以在周围1000距离内随机位置生成一个300范围的小型沙尘暴区域，持续时间为10秒。如果使用的是其他沙王的技能时可以同时触发三次"








"DOTA_Tooltip_ability_Primary_Burrow_Strike"	"低阶掘地穿刺"
"DOTA_Tooltip_ability_Primary_Burrow_Strike_Description"	"向目标方向发掘隧道，穿刺沿途的敌人并击飞他们。"
"DOTA_Tooltip_ability_Primary_Burrow_Strike_Lore"	"潜藏在地底等待猎物的到来。"
"DOTA_Tooltip_ability_Primary_Burrow_Strike_damage"	"基础伤害："
"DOTA_Tooltip_ability_Primary_Burrow_Strike_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Primary_Burrow_Strike_air_time"	"击飞时间："

"DOTA_Tooltip_ability_Middle_Burrow_Strike"	"中阶掘地穿刺"
"DOTA_Tooltip_ability_Middle_Burrow_Strike_Description"	"向目标方向发掘隧道，穿刺沿途的敌人并击飞他们。<br><br>【沙之缚】敌人落地后降低%armor%点护甲被缠绕，持续%duration%秒。"
"DOTA_Tooltip_ability_Middle_Burrow_Strike_Lore"	"潜藏在地底等待猎物的到来，待到他们进入射程范围，流动的沙土将会掩埋他们的肉体。"
"DOTA_Tooltip_ability_Middle_Burrow_Strike_damage"	"基础伤害："
"DOTA_Tooltip_ability_Middle_Burrow_Strike_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Middle_Burrow_Strike_air_time"	"击飞时间："
"DOTA_Tooltip_modifier_Middle_Burrow_Strike_target_motion2"                   "沙之缚"
"DOTA_Tooltip_modifier_Middle_Burrow_Strike_target_motion2_Description"                   "缠绕，护甲降低"

"DOTA_Tooltip_ability_Advanced_Burrow_Strike"	"高阶掘地穿刺"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_Description"	"向目标方向发掘隧道，穿刺沿途的敌人并击飞他们。<br><br>【沙之缚】敌人落地后降低%armor%点护甲被缠绕，持续%duration%秒。<br><br>【二重地裂】延迟%delay%秒后在相同位置重复一次。"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_Lore"	"被挖开的地底之上，虽然看起来坚实无比，其实已经成为了一个致命的陷阱。"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_air_time"	"击飞时间："
"DOTA_Tooltip_modifier_Advanced_Burrow_Strike_target_motion2"                   "沙之缚"
"DOTA_Tooltip_modifier_Advanced_Burrow_Strike_target_motion2_Description"                   "缠绕，护甲降低"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv5"			"【沙之缚+】护甲削弱幅度提高至7点，且计算状态抗性后最短持续1秒"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv10"			"【多重地裂】释放后有50%%几率在3秒后重复一次，有15%%几率在9秒后重复一次"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv15"			"【对突】由释放方向到到达点发动一次等距穿刺，不适用于多重地裂"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv20"			"【纳斯比汀之牙】由到达点向随机一个方向发动一次无限距离的穿刺，不适用于多重地裂"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_base_Info"     "基础伤害：+4/级<br/>主属性乘数：+0.04/级<br/>"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv25_1"				"【峡谷裂痕】每隔3秒将在自身周围产生三次随机的裂缝"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv25_2"				"【地球坍缩】'裂地'效果可以触发8次，以5秒的间隔"
"DOTA_Tooltip_ability_Advanced_Burrow_Strike_note_lv25_3"				"【大地之毒】掘地穿刺触发高阶腐尸毒时，腐尸毒增加的冷却时间仅为0.35秒"




"DOTA_Tooltip_ability_Primary_Warcry"	"低阶战吼"
"DOTA_Tooltip_ability_Primary_Warcry_Description"	"发出战吼激励同伴作战，提升护甲，移动速度与力量。"
"DOTA_Tooltip_ability_Primary_Warcry_Lore"	"黄沙百战穿金甲，不破楼兰终不还。"
"DOTA_Tooltip_ability_Primary_Warcry_bonus_move_speed"	"%移动速度加成："
"DOTA_Tooltip_ability_Primary_Warcry_bonus_armor"	"护甲加成："
"DOTA_Tooltip_ability_Primary_Warcry_bonus_str"	"力量加成："
"DOTA_Tooltip_ability_Primary_Warcry_radius"	"作用范围："
"DOTA_Tooltip_ability_Primary_Warcry_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Warcry"	"中阶战吼"
"DOTA_Tooltip_ability_Middle_Warcry_Description"	"发出战吼激励同伴作战，提升护甲，移动速度与力量。<br><br>【守夜法印】只要技能携带者还活着，所有友军就可以获得一半的加成。"
"DOTA_Tooltip_ability_Middle_Warcry_Lore"	"生当作人杰，死亦为鬼雄。"
"DOTA_Tooltip_ability_Middle_Warcry_bonus_move_speed"	"%移动速度加成："
"DOTA_Tooltip_ability_Middle_Warcry_bonus_armor"	"护甲加成："
"DOTA_Tooltip_ability_Middle_Warcry_bonus_str"	"力量加成："
"DOTA_Tooltip_ability_Middle_Warcry_radius"	"作用范围："
"DOTA_Tooltip_ability_Middle_Warcry_duration"	"持续时间："

"DOTA_Tooltip_ability_Primary_Great_Cleave"	"低阶巨力挥舞"
"DOTA_Tooltip_ability_Primary_Great_Cleave_Description"	"近战攻击命中时，对自身前方扇形范围内的敌人造成分裂。"
"DOTA_Tooltip_ability_Primary_Great_Cleave_Lore"	"熟练的战士可以将剑气斩出数米之远，虽然离开剑刃的剑风威力会大幅度下降，但对付多个敌人时却可以发挥出巨大的作用。"
"DOTA_Tooltip_ability_Primary_Great_Cleave_cleave_pct"	"%分裂倍率："

"DOTA_Tooltip_ability_Middle_Great_Cleave"	"中阶巨力挥舞"
"DOTA_Tooltip_ability_Middle_Great_Cleave_Description"	"近战攻击命中时，对自身前方扇形范围内的敌人造成分裂。<br><br>【真·巨力挥舞】有%chance%%%几率将分裂效果转变为<font color='#F0FFFF'>[附带法球、攻击特效；不附带分裂、溅射]</font>的普通攻击。"
"DOTA_Tooltip_ability_Middle_Great_Cleave_Lore"	"越多的敌人，越似一盘散沙。"
"DOTA_Tooltip_ability_Middle_Great_Cleave_cleave_pct"	"%分裂倍率："

"DOTA_Tooltip_ability_Advanced_Great_Cleave"	"高阶巨力挥舞"
"DOTA_Tooltip_ability_Advanced_Great_Cleave_Description"	"近战攻击命中时，对自身前方扇形范围内的敌人造成分裂。<br><br>【真·巨力挥舞】有%chance%%%几率将分裂效果转变为<font color='#F0FFFF'>[附带法球、攻击特效；不附带分裂、溅射]</font>的普通攻击。<br><br>【极巨挥舞】未触发真·巨力挥舞时，分裂倍率总增%bonus_cleave%%% [×]。"
"DOTA_Tooltip_ability_Advanced_Great_Cleave_Lore"	"你说你能单手拿起两把巨剑？"
"DOTA_Tooltip_ability_Advanced_Great_Cleave_cleave_pct"	"%分裂倍率："
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_buff1"                   "九猛龙"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_buff1_Description"       "护甲增加"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_buff2"                   "九猛龙"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_buff2_Description"       "基础攻击力增加"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_buff3"                   "战斗意志"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_buff3_Description"       "基础攻击力增加，护甲增加"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_debuff"                   "音刃"
"DOTA_Tooltip_modifier_Advanced_Great_Cleave_debuff_Description"       "减少护甲" 
"DOTA_Tooltip_ability_Advanced_Great_Cleave_note_lv5"			"【真·巨力挥舞+】触发几率提升至10%%"
"DOTA_Tooltip_ability_Advanced_Great_Cleave_note_lv10"			"【极巨挥舞+】分裂倍率有10%%几率再次总增99%% [×]"
"DOTA_Tooltip_ability_Advanced_Great_Cleave_note_lv15"			"【九猛龙】普通攻击命中时增加自身20点基础攻击力，独立叠加持续4秒（最大叠加9次）"
"DOTA_Tooltip_ability_Advanced_Great_Cleave_note_lv20"			"【战斗意志】造成或受到伤害后的15秒内，每秒增加2点基础攻击力和0.2点护甲（最大叠加100次）"
