"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"【折射+】折射次数加一"
"DOTA_Tooltip_ability_Advanced_Coup_De_Grace_note_lv20"			"【破碎重碾+】破碎重碾提供的致命一击修正提高至30%%，并可以对沉默状态适用"
"DOTA_Tooltip_ability_Advanced_Coup_De_Grace_note_base_Info"    "致命一击：+13.6%/级<br/>"
"DOTA_Tooltip_ability_Advanced_Coup_De_Grace_note_lv25_1"				"【斩魂】暴击有20%%几率使暴击倍率提升五倍"
"DOTA_Tooltip_ability_Advanced_Coup_De_Grace_note_lv25_2"				"【宿命】攻击有1%%几率触发'宿命'，1.5秒内的每次攻击必定触发暴击"
"DOTA_Tooltip_ability_Advanced_Coup_De_Grace_note_lv25_3"				"【定罪】触发暴击时可以额外发动一次暴击伤害，且暴击倍率提升一倍，目标为以目标为中心500范围内的随机单位"



"DOTA_Tooltip_ability_Advanced_Blur_note_lv5"			"【遁影+】搜寻范围提升至1200，每个单位的提升效果提升50%%"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv10"			"【无形+】搜寻范围提升至1200"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv15"			"【魅影无形】主动提供的无敌效果持续时间提升至2秒，技能冷却时间缩短至10秒"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv20"			"【潜影】周围有友军单位存在时每3秒可以隐身1秒，隐身不会被攻击等动作移除"
"DOTA_Tooltip_ability_Advanced_Blur_note_base_Info"     "闪避几率：+1%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv25_1"				"【定形】不再具备闪避效果，于此同时自身的攻击必中且攻击伤害提高75%%"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv25_2"				"【分形】'潜影'效果从每3秒下降至每1.5秒"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv25_3"				"【消形】不再具备闪避效果，转变为30层状态，每层状态可以完全抵消敌人的伤害一次，并施加一次弱驱散。被动每秒恢复一层且每攻击4次恢复一层"

"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv5"				"【极速+】持续时间提升至1.5秒"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv10"			"【神行+】移动速度上升增加至700，将突破移速限制"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv15"			"【影舞】状态持续期间每次攻击都有20%%几率再次攻击一次（于0.1秒后），可以多次触发，但最多触发20次"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv20"			"【隐秘】【极速】效果生效期间隐身"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_base_Info"       "攻击速度加成：+10/级<br/>"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv25_1"				"【闪点】状态持续期间攻击速度可以到达服务器帧率"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv25_2"				"【第二把武器】'影舞'获得帅气特效，并且触发几率提升至50%%，最多触发次数提升至70"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv25_3"				"【分影】使用技能后产生两个分身，跟随自己，自身攻击时分身将对自身前方的300范围内最近敌人发动攻击，分身可以持续10秒时间"



"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv5"			"【匕首影分身+】额外数量加2"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv10"			"【连掷+】匕首数量加一"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv15"			"【连掷++】当只有一个目标时，匕首数量再随机增加1到2把"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv20"			"【窒息】减速期间额外造成沉默效果，如果目标死于匕首伤害可以减少当前剩余15%%技能冷却时间（同个目标也可多次触发）"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_base_Info"      "额外攻击力加成：+0.5%/级<br/>攻击力加成：+6/级<br/>"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv25_1"				"【狂风骤雨】技能转变为被动技能，每次攻击都有5%%几率触发技能效果，并增加2秒冷却，直到技能冷却大于10秒（奖励攻击无法触发）"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv25_2"				"【奥尼克斯的降世匕首】转变为原地施放，无视魔法免疫，将影响周围1000范围至多12名目标,单名敌人时产生双倍匕首数量"
"DOTA_Tooltip_ability_Advanced_Stifling_Dagger_note_lv25_3"				"【直死之匕】匕首将继承分裂攻击(分裂箭仍然无效),但仍然视为奖励攻击"








"DOTA_Tooltip_ability_Advanced_Warpath_note_lv5"			"【恋战+】持续时间提升至40秒"
"DOTA_Tooltip_ability_Advanced_Warpath_note_lv10"			"【怒发冲冠+】层数到达一半时即可激活"
"DOTA_Tooltip_ability_Advanced_Warpath_note_lv15"			"【恋战++】攻击敌人也有10%%几率叠加一层"
"DOTA_Tooltip_ability_Advanced_Warpath_note_lv20"			"【怒发冲冠++】当层数到达最大值后，每隔20秒将获得魔法免疫5秒(不被正面状态持续时间增强影响)"
"DOTA_Tooltip_ability_Advanced_Warpath_note_base_Info"      "每层叠加攻击力:+0.5/级<br/>每层叠加移动速度:+0.05%%/级<br/>每层叠加防御力:+0.03/级<br/>"
"DOTA_Tooltip_ability_Advanced_Warpath_note_lv25_1"				"【狂怒】战意可以直接获得满的层数，且不会被破坏被动影响。同时新增层数成为独立的状态，但只能持续10秒,被正面状态增强影响。第二种状态可以继承除了LV15以外的所有效果"
"DOTA_Tooltip_ability_Advanced_Warpath_note_lv25_2"				"【狂躁】仅学习了刚毛强化的钢背兽可以学习，每次触发战意时可以触发一次相当于5%%的刺针扫射（需要高阶刚毛后背），同时每层战意可以使刺针伤害增加3%%"
"DOTA_Tooltip_ability_Advanced_Warpath_note_lv25_3"				"【无能狂怒】当你对同一名敌人造成6次攻击伤害总量仍然达不到目标最大生命值的5%%时将永久提高2%%的加成效果，但最多到达10倍"





"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv5"			"【撼神+】触发几率提升10%%"
"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv10"			"【阿瑞斯之勇+】每次攻击将提升2%%攻击力，且最大提升增加至75%%"
"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv15"			"【延时】基础持续时间提升10秒（力量英雄为2倍）"
"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv20"			"【天神下凡】开启后前10秒（力量英雄为3倍）免疫魔法"
"DOTA_Tooltip_ability_Advanced_God_Strength_note_base_Info"     "攻击力增加：+2%%/级<br/>"    
"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv25_1"				"【真神】状态持续期间获得400点基础攻击加成与100%%的状态抗性"
"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv25_2"				"【神怒】持续时间增加10秒，'阿瑞斯之勇'的极限提升至175%%，同时攻击有2%%几率触发一次十倍伤害的暴击"
"DOTA_Tooltip_ability_Advanced_God_Strength_note_lv25_3"				"【弑神者】解放'撼神'限制，对于奖励攻击（包括来自自身的触发）也有一半的几率可以触发效果"







"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv5"			"【波+】横波提升80%%伤害，纵波拉扯距离提升"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv10"			"【地震源+】需求的力量降低至35"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv15"			"【脑波】影响到敌人大脑，额外造成0.3秒的眩晕"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv20"			"【共振】每次减少敌人0.5点护甲与1%%魔法抗性，持续30秒独立计算时间，最高50层"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_base_Info"    "基础伤害：+4/级<br/>主属性乘数：+0.04/级<br/>"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv25_1"				"【共鸣地震】主动施法触发的地震最大数量提升至17，同时可以使其他拥有地震的玩家也引发一次相同地震数的地震"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv25_2"				"【同生震源】在自动施法状态下你可以消耗18k金币，释放地震后在原地放置一个地震源，继承你的'地震源'效果，每隔一段时间在目标地点引发地震，第一次免费"
"DOTA_Tooltip_ability_Advanced_Epicenter_note_lv25_3"				"【余震】解锁沙王的沙之魂天赋效果（拥有沙之魂天赋时无法解锁）"






"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv5"				"【即刻腐坏+】腐毒喷溅转化效率提升至30%%"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv10"			"【尸瘴腐化】携带腐毒的单位无法进入[死亡延迟]或[薄葬]状态"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv15"			"【荒漠之咬+】施加腐毒时回复自身3%%已损失生命值"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv20"			"【食腐】携带腐毒的单位死亡时，自身永久获得6点最大生命值，最多叠加至2000点"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv25_1"				"【连环毒性】腐尸毒的伤害可以触发腐尸毒，同时由腐尸毒触发时增加的冷却时间减少50%%，持续时间增加到15秒"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv25_2"				"【毒液继承】你的召唤物也能触发腐尸毒，但每只召唤物有独立的3秒冷却时间"
"DOTA_Tooltip_ability_Advanced_Caustic_Finale_note_lv25_3"				"【毒素共存】毒素的伤害范围提高50%%，伤害提高50%%，同时多个毒素可以叠加于同一个单位身上(至多四层)"







"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv5"				"【狂乱魔力流+】每秒魔法消耗量提升至6%%，技能增强提升至5%%"
"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv10"			"【灯之灵核+】魔法值低于40%%时，每秒回复1.5%%最大魔法值"
"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv15"			"【魔神之眼】完成变形后，额外获得2000施法距离和视野范围，持续10秒"
"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv20"			"【过量注能】可以开启自动施法，使魔法消耗增加50%%，此时灯之灵核的触发伤害提升至250%%"
"DOTA_Tooltip_ability_Advanced_chaos_form_note_base_Info"       "全属性加成：+0.5/级<br/>技能增强：+0.5%/级<br/>施法距离提升：+10/级<br/>持续时间：+0.5秒/级"
"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv25_1"				"【魔力护盾】每有10%%技能伤害，每秒将获得智力*0.3的护盾，可抵消所有伤害,护盾消失时间为5秒"
//"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv25_2"				"【魔神的赐福】持续时间内每次施法都可以使技能伤害增加5%%，需要冷却时间大于2，同时连续的两次有效施法不能相同。与'魔力涌动'共用，当达到30层后仍然可以触发本效果，但无法触发'魔力涌动'"
//"DOTA_Tooltip_ability_Advanced_chaos_form_note_lv25_3"				"【魔力之海】'魔力涌动'的上限提升至450%%,同时所有友军使用技能时将会消耗你的魔法（除非他们也开启了魔神形态），状态持续期间你还将可以每秒恢复最大魔法的2%%"



"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv5"			"【协调+】持续净化转变为强驱散"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv10"			"【快速施法+】有50%%几率双重施法(产生于第一次的0.5秒后)"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv15"			"【高阶破坏】缠绕期间目标破坏目标被动，无效化其闪避能力与护盾"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv20"			"【协调++】状态持续期间将获得魔免"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_base_Info"     "基础伤害：+15/级<br/>智力乘数：+0.1/级<br/>"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv25_1"				"【气运吸收】可以开启自动施法净化友军的正面状态（弱驱散），每个被驱散的正面状态可以转化为15点临时主属性，持续20秒，最多叠加30层"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv25_2"				"【命运协同】仅玩家数大于等于2时可以解锁，转变为被动技能，气运之末将在友军英雄中弹射，其弹射速度等同于英雄的移动速度但最少1500，但有2秒弹射延迟，发起弹射时候双方距离越远这个间隔越短"
"DOTA_Tooltip_ability_Advanced_fortunes_end_note_lv25_3"				"【记忆力调整】仅神谕者可以解锁，使得所有英雄的最大可学习技能数量加一，但不会与祈求者天赋叠加，同时这个技能的出售返还金币变为0(删除技能后不会失去此效果)"



"DOTA_Tooltip_ability_Advanced_spirits_note_lv5"			"【引爆+】引爆伤害提升至智力*4"
"DOTA_Tooltip_ability_Advanced_spirits_note_lv10"			"【效率化+】伤害间隔降低至0.4秒"
"DOTA_Tooltip_ability_Advanced_spirits_note_lv15"			"【自动化攻击】每个幽魂每秒都有30%%几率对其周围600范围的敌军发动一次攻击"
"DOTA_Tooltip_ability_Advanced_spirits_note_lv20"			"【增幅化】幽魂数量加3"
"DOTA_Tooltip_ability_Advanced_spirits_note_base_Info"      "基础伤害：+3/级<br/>智力乘数：+0.02/级<br/>"
"DOTA_Tooltip_ability_Advanced_spirits_note_lv25_1"				"【能量汇聚】转变为被动技能，释放冷却时间大于3秒的指向性技能时可以创造1个幽魂跟随目标15秒"
"DOTA_Tooltip_ability_Advanced_spirits_note_lv25_2"				"【银河】幽魂数量增加至30，但每个幽魂造成3次伤害后就会被销毁"
"DOTA_Tooltip_ability_Advanced_spirits_note_lv25_3"				"【暗夜精灵】友方包括自己召唤出的召唤物都会跟随一个永久的幽魂,只能同时有一名玩家解锁这个效果"






"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv5"			"【重利用+】可造成伤害提升至50%%"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv10"			"【流云+】闪电链造成伤害提升至智力*3"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv15"			"【通电】释放技能后获得【通电状态】，每秒提升3%%技能伤害，持续15秒(不被正面状态持续时间增强影响,不可驱散)"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv20"			"【流电】释放技能时将吸收周围1500范围内友方英雄15%%当前魔法值(包括自己)作为额外伤害，但不会影响到特外效果的伤害(右键技能开启自动施法即是开启)"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_base_Info"    "基础伤害：+40/级<br/>智力乘数：+0.4/级<br/>"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv25_1"				"【雷云】在自身头顶创造一片乌云，每隔三秒随机电击周围1000距离内的随机区域，对350范围内的目标造成25%%的技能伤害，如果有大于6名敌人区域内，则将取随机敌人所在坐标为目标点。只能对至多六名敌人造成伤害"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv25_2"				"【宙斯降世】变为点目标技能，失去'重利用'效果，召唤出数到巨型闪电劈向目标区域，初始有三道闪电，自身每拥有1000点魔法值可以多生成出一道闪电（需要开启自动施法，至多额外7道），每道闪电都可以对一个500范围的区域造成一次雷神之怒的伤害,但每个区域最多影响5名敌人"
"DOTA_Tooltip_ability_Advanced_Thundergods_Wrath_note_lv25_3"				"【引雷乱流】失去'流电'效果，自动施法状态变为本效果，施法后，将自己的身体变为中继站，每秒触发一次技能的主动释放，同时也会对自己造成伤害，每过一秒对自身的伤害增加100%%（线性叠加），消耗的魔法增加100%%（乘法叠加），直到自己死亡或者魔法耗尽"



"DOTA_Tooltip_ability_Advanced_Lightning_Bolt_note_lv5"				"【魔法三重化+】使作用单位可以为相同单位"
"DOTA_Tooltip_ability_Advanced_Lightning_Bolt_note_lv10"			"【电透+】伤害提升存在时间提升至25秒"
"DOTA_Tooltip_ability_Advanced_Lightning_Bolt_note_lv15"			"【互感】释放法术时如果周围600范围内存在也拥有【高阶雷击】技能的友方英雄，会有50%%几率令其对你的施法目标进行一次施法(多个满足条件友军只触发一个，造成伤害的单位为触发的友军)"
"DOTA_Tooltip_ability_Advanced_Lightning_Bolt_note_lv20"			"【魔法五重化】当魔法值大于最大魔法的50%%时，可以消耗10%%最大法力使技能可以产生五次效果(右键技能开启自动施法即是开启)"
"DOTA_Tooltip_ability_Advanced_Lightning_Bolt_note_base_Info"       "基础伤害：+10/级<br/>智力乘数：+0.1/级<br/>"
